id,name,credits,tags,subject,term,eligible_grades,prerequisite,corequisite,elective,schools
5402CA,FND OUTDOOR PURSUITS (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5402CB,FND OUTDOOR PURSUITS (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5402IA,OUTDOOR PURSUITS (G) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5402IB,OUTDOOR PURSUITS (G) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5402UA,OUTDOOR PURSUITS (G) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5402UB,OUTDOOR PURSUITS (G) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5403A,Skill Based Lifetime Activities A (Boys PE),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,Opportunity Awareness Center
5403B,Skills Based Lifetime Activities B (Boys PE),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Opportunity Awareness Center
5403CA,FND SKILL BASED PE (B) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5403CB,FND SKILL BASED PE (B) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5403IA,SKILL BASED PE (B) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5403IB,SKILL BASED PE (B) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5404A,Skills Based Lifetime Activities A (Girls PE),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,Opportunity Awareness Center
5404B,Skills Based Lifetime Activities B (Girls PE),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Opportunity Awareness Center
5404CA,FND SKILL BASED PE (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5404CB,FND SKILL BASED PE (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5404IA,SKILL BASED PE (G) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5404IB,SKILL BASED PE (G) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Opportunity Awareness Center,Paetow HS"
5405A,Lifetime Fitness & Wellness Pursuits A (Boys PE),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,Opportunity Awareness Center
5405B,Lifetime Fitness & Wellness Pursuits B (Boys PE),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center"
5405CA,FND WELLNESS PURSUIT (B) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405CB,FND WELLNESS PURSUIT (B) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405IA,WELLNESS PURSUIT (B) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405IB,WELLNESS PURSUIT (B) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405OCA,WELLNESS PURSUIT (B) A,0.5,,Physical Education,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405OCB,WELLNESS PURSUIT (B) B,0.5,,Physical Education,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405VIRA,KVS Wellness Pursuit A,0.5,VIR,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405VIRB,KVS Wellness Pursuit B,0.5,VIR,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405VIRKSA,KVS WELLNESS PURSUIT A  (Summer only),0.5,VIR,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5405VIRKSB,KVS WELLNESS PURSUIT B  (Summer only),0.5,VIR,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5406A,Lifetime Fitness & Wellness Pursuits A (Girls PE),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center"
5406B,Lifetime Fitness & Wellness Pursuits B (Girls PE),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center"
5406CA,FND WELLNESS PURSUIT (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5406CB,FND WELLNESS PURSUIT (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Opportunity Awareness Center,Paetow HS"
5406IA,WELLNESS PURSUIT (G) A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5406IB,WELLNESS PURSUIT (G) B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5406OCA,WELLNESS PURSUIT (G) A,0.5,,Physical Education,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5406OCB,WELLNESS PURSUIT (G) B,0.5,,Physical Education,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5410A,Off-Campus PE Substitution 1A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5410B,Off-Campus PE Substitution 1B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5419A,Athletic Trainer 1A (Athletics 1),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5419B,Athletic Trainer 1B (Athletics 1),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5429A,Athletic Trainer 2A (Athletics 2),0.5,,Physical Education,Semester 1,"10th, 11th, 12th","Athletics 1 , There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5429B,Athletic Trainer 2B (Athletics 2),0.5,,Physical Education,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5439A,Athletic Trainer 3A (Athletics 3),0.5,,Physical Education,Semester 1,"11th, 12th","Athletics 2 , There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5439B,Athletic Trainer 3B (Athletics 3),0.5,,Physical Education,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5449A,Athletic Trainer 4A (Athletics 4),0.5,,Physical Education,Semester 1,12th,"Athletics 3 , There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5449B,Athletic Trainer 4B (Athletics 4),0.5,,Physical Education,Semester 1,12th,N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5451A,Wrestling 1A (Athletics 1),0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5451B,Wrestling 1B (Athletics 1),0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5452A,Wrestling 2A (Athletics 2),0.5,,Physical Education,Semester 1,"10th, 11th, 12th","Athletics 1 , Qualifications and instructor approval is required.  There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5452B,Wrestling 2B (Athletics 2),0.5,,Physical Education,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5453A,Wrestling 3A (Athletics 3),0.5,,Physical Education,Semester 1,"11th, 12th","Athletics 2 , Qualifications and instructor approval is required.  There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5453B,Wrestling 3B (Athletics 3),0.5,,Physical Education,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5454A,Wrestling 4A (Athletics 4),0.5,,Physical Education,Semester 1,12th,"Athletics 3 , Qualifications and instructor approval is required.  There is a course fee of $50.00 per year for all Athletic courses.",N/A,True,"Seven Lakes HS,Paetow HS"
5454B,Wrestling 4B (Athletics 4),0.5,,Physical Education,Semester 1,12th,N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5461A,FND OUTDOOR PURSUITS (B) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5461B,FND OUTDOOR PURSUITS (B) B,0.5,FND,,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5462A,FND OUTDOOR PURSUITS (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5462B,FND OUTDOOR PURSUITS (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5463A,FND SKILL BASED PE (B) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5463B,FND SKILL BASED PE (B) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5464A,FND SKILL BASED PE (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5464B,FND SKILL BASED PE (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5465A,FND WELLNESS PURSUIT (B) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5465B,FND WELLNESS PURSUIT (B) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5466A,FND WELLNESS PURSUIT (G) A,0.5,FND,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5466B,FND WELLNESS PURSUIT (G) B,0.5,FND,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5501A,PE Dance Team 1A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5501B,PE Dance Team 1B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5505A,PE Dance 1A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5505B,PE Dance 1B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5506A,PE Dance Team Training 1A,0.5,,Physical Education,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
5506B,PE Dance Team Training 1B,0.5,,Physical Education,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6110A,French 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6110B,French 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6120A,French 2A,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",French 1,N/A,True,"Seven Lakes HS,Paetow HS"
6120B,French 2B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6135A,French 3A KAP,0.5,KAP,Language other than English,Semester 1,"11th, 12th, 10th",French 2,N/A,True,"Seven Lakes HS,Paetow HS"
6135B,French 3B KAP,0.5,KAP,Language other than English,Semester 1,"11th, 12th, 10th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6140A,AP French Language A,0.5,AP,Language other than English,Semester 1,"11th, 12th",French 3 KAP,N/A,True,"Seven Lakes HS,Paetow HS"
6140B,AP French Language B,0.5,AP,Language other than English,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6210A,German 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6210B,German 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6220A,German 2A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",German 1,N/A,True,Seven Lakes HS
6220B,German 2B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6235A,German 3A KAP,0.5,KAP,Language other than English,Semester 1,"10th, 11th, 12th",German 2,N/A,True,Seven Lakes HS
6235B,German 3B KAP,0.5,KAP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6240A,AP German Language A,0.5,AP,Language other than English,Semester 1,"11th, 12th",German 3 KAP,N/A,True,Seven Lakes HS
6240B,AP German Language B,0.5,AP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6319A,Spanish 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6319B,Spanish 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6319VIRA,KVS Spanish 1A,0.5,VIR,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6319VIRB,KVS Spanish 1B,0.5,VIR,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6320A,Spanish 2A,0.5,,Language other than English,Semester 1,"8th, 9th, 10th, 11th, 12th",Spanish 1,N/A,True,"Seven Lakes HS,Paetow HS"
6320B,Spanish 2B,0.5,,Language other than English,Semester 1,"8th, 9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6320VIRA,KVS Spanish 2A,0.5,VIR,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6320VIRB,KVS Spanish 2B,0.5,VIR,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6329A,Spanish 3A,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",Spanish 2,N/A,True,"Seven Lakes HS,Paetow HS"
6329B,Spanish 3B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6339A,Spanish 3A KAP,0.5,KAP,Language other than English,Semester 1,"10th, 11th, 12th",Spanish 2,N/A,True,"Seven Lakes HS,Paetow HS"
6339B,Spanish 3B KAP,0.5,KAP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6340A,AP Spanish Language and Culture A,0.5,AP,Language other than English,Semester 1,"10th, 11th, 12th",Spanish 3,N/A,True,"Seven Lakes HS,Paetow HS"
6340B,AP Spanish Language and Culture B,0.5,AP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6350A,AP Spanish Literature and Culture A,0.5,AP,Language other than English,Semester 1,"11th, 12th",AP Spanish Language and Culture or AP Spanish Language and Culture for Spanish Speakers,N/A,True,"Seven Lakes HS,Paetow HS"
6350B,AP Spanish Literature and Culture B,0.5,AP,Language other than English,Semester 2,"11th, 12th",AP Spanish Language and Culture or AP Spanish Language and Culture for Spanish Speakers,N/A,True,"Seven Lakes HS,Paetow HS"
6355,AP Spanish Language & Culture (Spanish Speakers),1,AP,Language other than English,Semester 2,"10th, 11th, 12th",N/A,Spanish Speaker 3,True,"Seven Lakes HS,Paetow HS"
6356A,Spanish 4A (Dual Credit),0.5,DC,Language other than English,Semester 1,"10th, 11th, 12th",N/A,N/A,True,
6356B,Spanish 4B (Dual Credit),0.5,DC,Language other than English,Semester 1,"10th, 11th, 12th",N/A,N/A,True,
6361,Spanish for Spanish Speakers 1,1,,Language other than English,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,Spanish for Spanish Speakers 1 and 2 are taken concurrently,True,"Seven Lakes HS,Paetow HS"
6362,Spanish for Spanish Speakers 2,1,,Language other than English,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,Spanish for Spanish Speakers 1 and 2 are taken concurrently.,True,"Seven Lakes HS,Paetow HS"
6373,Spanish for Spanish Speakers 3 KAP,1,KAP,Language other than English,Semester 1,"10th, 11th, 12th",Spanish for Spanish Speakers 1 and 2,AP Spanish Speakers ,True,"Seven Lakes HS,Paetow HS"
6410A,Japanese 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,
6410B,Japanese 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,
6420A,Japanese 2A,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",Japanese 1,N/A,True,
6420B,Japanese 2B,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",N/A,N/A,True,
6426A,AP Japanese Language and Culture A,0.5,AP,Language other than English,Semester 1,"11th, 12th",Japanese 3 KAP,N/A,True,
6426B,AP Japanese Language and Culture B,0.5,AP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,
6435A,Japanese 3A KAP,0.5,KAP,Language other than English,Semester 1,"10th, 11th, 12th",Japanese 2,N/A,True,
6435B,Japanese 3B KAP,0.5,KAP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,
6610A,Latin 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,
6610B,Latin 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,
6620A,Latin 2A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",Latin 1,N/A,True,
6620B,Latin 2B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,
6635A,Latin 3A KAP,0.5,KAP,Language other than English,Semester 1,"11th, 12th, 10th",Latin 2,N/A,True,
6635B,Latin 3B KAP,0.5,KAP,Language other than English,Semester 2,"10th, 11th, 12th",N/A,N/A,True,
6640A,AP Latin A,0.5,AP,Language other than English,Semester 1,"11th, 12th",Latin 3 KAP,N/A,True,
6640B,AP Latin B,0.5,AP,Language other than English,Semester 1,"11th, 12th",N/A,N/A,True,
6710A,American Sign Language 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6710B,American Sign Language 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6710VIRA,KVS American Sign Language 1A,0.5,VIR,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6710VIRB,KVS American Sign Language 1B,0.5,VIR,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6711A,American Sign Language 2A,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",American Sign Language 1,N/A,True,"Seven Lakes HS,Paetow HS"
6711B,American Sign Language 2B,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6712A,American Sign Language 3A,0.5,,Language other than English,Semester 1,"11th, 12th",American Sign Language 2,N/A,True,"Seven Lakes HS,Paetow HS"
6712B,American Sign Language 3B,0.5,,Language other than English,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6810A,Chinese 1A,0.5,,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6810B,Chinese 1B,0.5,,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6810VIRA,KVS Chinese 1A,0.5,VIR,Language other than English,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6810VIRB,KVS Chinese 1B,0.5,VIR,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
6811A,Chinese 2A,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",Chinese 1,N/A,True,Seven Lakes HS
6811B,Chinese 2B,0.5,,Language other than English,Semester 1,"10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6811VIRA,KVS Chinese 2A,0.5,VIR,Language other than English,Semester 1,"9th, 10th, 11th, 12th","Chinese 1 , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
6811VIRB,KVS Chinese 2B,0.5,VIR,Language other than English,Semester 2,"9th, 10th, 11th, 12th","6810 , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
6813A,AP Chinese Language and Culture A,0.5,AP,Language other than English,Semester 1,12th,Chinese 3 KAP,N/A,True,Seven Lakes HS
6813B,AP Chinese Language and Culture B,0.5,AP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6813VIRA,KVS AP Chinese Language and Culture A,0.5,"AP,VIR",Language other than English,Semester 1,"9th, 10th, 11th, 12th","Chinese 3 KAP , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
6813VIRB,KVS AP Chinese Language and Culture A,0.5,"AP,VIR",Language other than English,Semester 2,"9th, 10th, 11th, 12th","Chinese 3 KAP , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
6825A,Chinese 3A KAP,0.5,KAP,Language other than English,Semester 1,"10th, 11th, 12th",Chinese 2,N/A,True,Seven Lakes HS
6825B,Chinese 3B KAP,0.5,KAP,Language other than English,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
6825VIRA,KVS Chinese 3 KAP A,0.5,"VIR,KAP",Language other than English,Semester 1,"9th, 10th, 11th, 12th","Chinese 2 , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
6825VIRB,KVS Chinese 3 KAP B,0.5,"VIR,KAP",Language other than English,Semester 2,"9th, 10th, 11th, 12th","Chinese 2 , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Paetow HS"
7011A,Band 1A,0.5,,Fine Art,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7011B,Band 1B,0.5,,Fine Art,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7012A,Band 2A,0.5,,Fine Art,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7012B,Band 2B,0.5,,Fine Art,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7013A,Band 3A,0.5,,Fine Art,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7013B,Band 3B,0.5,,Fine Art,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7014A,Band 4A,0.5,,Fine Art,Semester 1,12th,N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7014B,Band 4B,0.5,,Fine Art,Semester 1,12th,N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7051,PE Equivalent for Marching Band 1,0.5,,Physical Education,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7061,PE Equivalent for Marching Band 2,0.5,,Physical Education,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
7111A,Jazz Band 1A,0.5,,Fine Art,Semester 1,"9th, 10th, 11th, 12th",N/A,Concurrent enrollment in Band,True,Seven Lakes HS
7111B,Jazz Band 1B,0.5,,Fine Art,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
7112A,Jazz Band 2A,0.5,,Fine Art,Semester 1,"10th, 11th, 12th",N/A, Concurrent enrollment in Band,True,Seven Lakes HS
7112B,Jazz Band 2B,0.5,,Fine Art,Semester 1,"10th, 11th, 12th",N/A,N/A,True,Seven Lakes HS
7113A,Jazz Band 3A,0.5,,Fine Art,Semester 1,"11th, 12th",N/A,Concurrent enrollment in Band,True,Seven Lakes HS
7113B,Jazz Band 3B,0.5,,Fine Art,Semester 1,"11th, 12th",N/A,N/A,True,Seven Lakes HS
7114A,Jazz Band 4A,0.5,,Fine Art,Semester 1,12th,N/A,Concurrent enrollment in Band,True,Seven Lakes HS
7114B,Jazz Band 4B,0.5,,Fine Art,Semester 1,12th,N/A,N/A,True,Seven Lakes HS
7211A,Choir 1A,0.5,,Fine Art,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Paetow HS"
